Date,Open,High,Low,Close,Adj Close,Volume
2012-09-05,13036.089844,13095.910156,13018.740234,13047.480469,13047.480469,92550000
2012-09-06,13045.230469,13294.129883,13045.080078,13292.000000,13292.000000,128650000
2012-09-07,13289.530273,13320.269531,13266.219727,13306.639648,13306.639648,142210000
2012-09-10,13308.559570,13324.099609,13251.389648,13254.290039,13254.290039,123810000
2012-09-11,13254.599609,13354.339844,13253.209961,13323.360352,13323.360352,104920000
2012-09-12,13321.620117,13373.620117,13317.519531,13333.349609,13333.349609,111520000
2012-09-13,13329.709961,13573.330078,13325.110352,13539.860352,13539.860352,151770000
2012-09-14,13540.400391,13653.240234,13533.940430,13593.370117,13593.370117,185160000
2012-09-17,13588.570313,13593.150391,13526.669922,13553.099609,13553.099609,128020000
2012-09-18,13552.330078,13582.120117,13517.809570,13564.639648,13564.639648,120720000
2012-09-19,13565.410156,13626.480469,13556.740234,13577.959961,13577.959961,116210000
2012-09-20,13575.169922,13599.019531,13503.000000,13596.929688,13596.929688,117910000
2012-09-21,13597.240234,13647.099609,13571.530273,13579.469727,13579.469727,429610000
2012-09-24,13577.849609,13601.900391,13521.679688,13558.919922,13558.919922,120370000
2012-09-25,13559.919922,13620.209961,13457.250000,13457.549805,13457.549805,138630000
2012-09-26,13458.629883,13480.370117,13406.910156,13413.509766,13413.509766,124350000
2012-09-27,13413.469727,13522.830078,13413.469727,13485.969727,13485.969727,113990000
2012-09-28,13485.889648,13487.660156,13367.269531,13437.129883,13437.129883,146950000
2012-10-01,13437.660156,13598.250000,13437.660156,13515.110352,13515.110352,106120000
2012-10-02,13515.299805,13567.059570,13424.919922,13482.360352,13482.360352,90730000
2012-10-03,13479.209961,13536.269531,13439.120117,13494.610352,13494.610352,103890000
2012-10-04,13495.179688,13594.330078,13495.179688,13575.360352,13575.360352,106390000
2012-10-05,13569.179688,13661.870117,13568.750000,13610.150391,13610.150391,115500000
2012-10-08,13589.259766,13610.379883,13552.089844,13583.650391,13583.650391,71300000
