Date,Open,High,Low,Close,Adj Close,Volume
2012-09-05,1404.939941,1408.810059,1401.250000,1403.439941,1403.439941,3389110000
2012-09-06,1403.739990,1432.119995,1403.739990,1432.119995,1432.119995,3952870000
2012-09-07,1432.119995,1437.920044,1431.449951,1437.920044,1437.920044,3717620000
2012-09-10,1437.920044,1438.739990,1428.979980,1429.079956,1429.079956,3223670000
2012-09-11,1429.130005,1437.760010,1429.130005,1433.560059,1433.560059,3509630000
2012-09-12,1433.560059,1439.150024,1432.989990,1436.560059,1436.560059,3641200000
2012-09-13,1436.560059,1463.760010,1435.339966,1459.989990,1459.989990,4606550000
2012-09-14,1460.069946,1474.510010,1460.069946,1465.770020,1465.770020,5041990000
2012-09-17,1465.420044,1465.630005,1457.550049,1461.189941,1461.189941,3482430000
2012-09-18,1461.189941,1461.469971,1456.130005,1459.319946,1459.319946,3377390000
2012-09-19,1459.500000,1465.150024,1457.880005,1461.050049,1461.050049,3451360000
2012-09-20,1461.050049,1461.229980,1449.979980,1460.260010,1460.260010,3382520000
2012-09-21,1460.339966,1467.069946,1459.510010,1460.150024,1460.150024,4833870000
2012-09-24,1459.760010,1460.719971,1452.060059,1456.890015,1456.890015,3008920000
2012-09-25,1456.939941,1463.239990,1441.589966,1441.589966,1441.589966,3739900000
2012-09-26,1441.599976,1441.599976,1430.530029,1433.319946,1433.319946,3565380000
2012-09-27,1433.359985,1450.199951,1433.359985,1447.150024,1447.150024,3150330000
2012-09-28,1447.130005,1447.130005,1435.599976,1440.670044,1440.670044,3509230000
2012-10-01,1440.900024,1457.140015,1440.900024,1444.489990,1444.489990,3505080000
2012-10-02,1444.989990,1451.520020,1439.010010,1445.750000,1445.750000,3321790000
2012-10-03,1446.050049,1454.300049,1441.989990,1450.989990,1450.989990,3531640000
2012-10-04,1451.079956,1463.140015,1451.079956,1461.400024,1461.400024,3615860000
2012-10-05,1461.400024,1470.959961,1456.890015,1460.930054,1460.930054,3172940000
2012-10-08,1460.930054,1460.930054,1453.099976,1455.880005,1455.880005,2328720000
2012-10-09,1455.900024,1455.900024,1441.180054,1441.479980,1441.479980,3216320000
2012-10-10,1441.479980,1442.520020,1430.640015,1432.560059,1432.560059,3225060000
2012-10-11,1432.819946,1443.900024,1432.819946,1432.839966,1432.839966,3672540000
2012-10-12,1432.839966,1438.430054,1425.530029,1428.589966,1428.589966,3134750000
2012-10-15,1428.750000,1441.310059,1427.239990,1440.130005,1440.130005,3483810000
2012-10-16,1440.310059,1455.510010,1440.310059,1454.920044,1454.920044,3568770000
2012-10-17,1454.219971,1462.199951,1453.349976,1460.910034,1460.910034,3655320000
2012-10-18,1460.939941,1464.020020,1452.630005,1457.339966,1457.339966,3880030000
2012-10-19,1457.339966,1457.339966,1429.849976,1433.189941,1433.189941,3875170000
2012-10-22,1433.209961,1435.459961,1422.060059,1433.819946,1433.819946,3216220000
2012-10-23,1433.739990,1433.739990,1407.560059,1413.109985,1413.109985,3587670000
2012-10-24,1413.199951,1420.040039,1407.099976,1408.750000,1408.750000,3385970000
2012-10-25,1409.739990,1421.119995,1405.140015,1412.969971,1412.969971,3512640000
2012-10-26,1412.969971,1417.089966,1403.280029,1411.939941,1411.939941,3284910000
2012-10-31,1410.989990,1418.760010,1405.949951,1412.160034,1412.160034,3577110000
2012-11-01,1412.199951,1428.349976,1412.199951,1427.589966,1427.589966,3929890000
2012-11-02,1427.589966,1434.270020,1412.910034,1414.199951,1414.199951,3732480000
2012-11-05,1414.020020,1419.900024,1408.130005,1417.260010,1417.260010,2921040000
2012-11-06,1417.260010,1433.380005,1417.260010,1428.390015,1428.390015,3306970000
2012-11-07,1428.270020,1428.270020,1388.140015,1394.530029,1394.530029,4356490000
2012-11-08,1394.530029,1401.229980,1377.510010,1377.510010,1377.510010,3779520000
2012-11-09,1377.550049,1391.390015,1373.030029,1379.849976,1379.849976,3647350000
2012-11-12,1379.859985,1384.869995,1377.189941,1380.030029,1380.030029,2567540000
2012-11-13,1380.030029,1388.810059,1371.390015,1374.530029,1374.530029,3455550000
2012-11-14,1374.640015,1380.130005,1352.500000,1355.489990,1355.489990,4109510000
2012-11-15,1355.410034,1360.619995,1348.050049,1353.329956,1353.329956,3928870000
2012-11-16,1353.359985,1362.030029,1343.349976,1359.880005,1359.880005,4045910000
2012-11-19,1359.880005,1386.890015,1359.880005,1386.890015,1386.890015,3374800000
2012-11-20,1386.819946,1389.770020,1377.040039,1387.810059,1387.810059,3207160000
2012-11-21,1387.790039,1391.250000,1386.390015,1391.030029,1391.030029,2667090000
2012-11-23,1391.030029,1409.160034,1391.030029,1409.150024,1409.150024,1504960000
2012-11-26,1409.150024,1409.150024,1397.680054,1406.290039,1406.290039,2948960000
2012-11-27,1406.290039,1409.010010,1398.030029,1398.939941,1398.939941,3323120000
2012-11-28,1398.770020,1410.310059,1385.430054,1409.930054,1409.930054,3359250000
2012-11-29,1409.959961,1419.699951,1409.040039,1415.949951,1415.949951,3356850000
2012-11-30,1415.949951,1418.859985,1411.630005,1416.180054,1416.180054,3966000000
2012-12-03,1416.339966,1423.729980,1408.459961,1409.459961,1409.459961,3074280000
2012-12-04,1409.459961,1413.140015,1403.650024,1407.050049,1407.050049,3247710000
2012-12-05,1407.050049,1415.560059,1398.229980,1409.280029,1409.280029,4253920000
2012-12-06,1409.430054,1413.949951,1405.930054,1413.939941,1413.939941,3229700000
2012-12-07,1413.949951,1420.339966,1410.900024,1418.069946,1418.069946,3125160000
2012-12-10,1418.069946,1421.640015,1415.640015,1418.550049,1418.550049,2999430000
2012-12-11,1418.550049,1434.270020,1418.550049,1427.839966,1427.839966,3650230000
2012-12-12,1427.839966,1438.589966,1426.760010,1428.479980,1428.479980,3709050000
2012-12-13,1428.479980,1431.359985,1416.000000,1419.449951,1419.449951,3349960000
2012-12-14,1419.449951,1419.449951,1411.880005,1413.579956,1413.579956,3210170000
2012-12-17,1413.540039,1430.670044,1413.540039,1430.359985,1430.359985,3455610000
2012-12-18,1430.469971,1448.000000,1430.469971,1446.790039,1446.790039,4302240000
2012-12-19,1446.790039,1447.750000,1435.800049,1435.810059,1435.810059,3869800000
2012-12-20,1435.810059,1443.699951,1432.819946,1443.689941,1443.689941,3686580000
2012-12-21,1443.670044,1443.670044,1422.579956,1430.150024,1430.150024,5229160000
2012-12-24,1430.150024,1430.150024,1424.660034,1426.660034,1426.660034,1248960000
2012-12-26,1426.660034,1429.420044,1416.430054,1419.829956,1419.829956,2285030000
2012-12-27,1419.829956,1422.800049,1401.800049,1418.099976,1418.099976,2830180000
2012-12-28,1418.099976,1418.099976,1401.579956,1402.430054,1402.430054,2426680000
2012-12-31,1402.430054,1426.739990,1398.109985,1426.189941,1426.189941,3204330000
2013-01-02,1426.189941,1462.430054,1426.189941,1462.420044,1462.420044,4202600000
2013-01-03,1462.420044,1465.469971,1455.530029,1459.369995,1459.369995,3829730000
2013-01-04,1459.369995,1467.939941,1458.989990,1466.469971,1466.469971,3424290000
2013-01-07,1466.469971,1466.469971,1456.619995,1461.890015,1461.890015,3304970000
2013-01-08,1461.890015,1461.890015,1451.640015,1457.150024,1457.150024,3601600000
2013-01-09,1457.150024,1464.729980,1457.150024,1461.020020,1461.020020,3674390000
2013-01-10,1461.020020,1472.300049,1461.020020,1472.119995,1472.119995,4081840000
2013-01-11,1472.119995,1472.750000,1467.579956,1472.050049,1472.050049,3340650000
2013-01-14,1472.050049,1472.050049,1465.689941,1470.680054,1470.680054,3003010000
2013-01-15,1470.670044,1473.310059,1463.760010,1472.339966,1472.339966,3135350000
2013-01-16,1472.329956,1473.959961,1467.599976,1472.630005,1472.630005,3384080000
2013-01-17,1472.630005,1485.160034,1472.630005,1480.939941,1480.939941,3706710000
2013-01-18,1480.949951,1485.979980,1475.810059,1485.979980,1485.979980,3795740000
2013-01-22,1485.979980,1492.560059,1481.160034,1492.560059,1492.560059,3570950000
2013-01-23,1492.560059,1496.130005,1489.900024,1494.810059,1494.810059,3552010000
2013-01-24,1494.810059,1502.270020,1489.459961,1494.819946,1494.819946,3699430000
2013-01-25,1494.819946,1503.260010,1494.819946,1502.959961,1502.959961,3476290000
2013-01-28,1502.959961,1503.229980,1496.329956,1500.180054,1500.180054,3388540000
2013-01-29,1500.180054,1509.349976,1498.089966,1507.839966,1507.839966,3949640000
2013-01-30,1507.839966,1509.939941,1500.109985,1501.959961,1501.959961,3726810000
2013-01-31,1501.959961,1504.189941,1496.760010,1498.109985,1498.109985,3999880000
2013-02-01,1498.109985,1514.410034,1498.109985,1513.170044,1513.170044,3836320000
2013-02-04,1513.170044,1513.170044,1495.020020,1495.709961,1495.709961,3390000000
2013-02-05,1495.709961,1514.959961,1495.709961,1511.290039,1511.290039,3618360000
2013-02-06,1511.290039,1512.530029,1504.709961,1512.119995,1512.119995,3611570000
2013-02-07,1512.119995,1512.900024,1498.489990,1509.390015,1509.390015,3614580000
2013-02-08,1509.390015,1518.310059,1509.390015,1517.930054,1517.930054,2986150000
2013-02-11,1517.930054,1518.310059,1513.609985,1517.010010,1517.010010,2684100000
2013-02-12,1517.010010,1522.290039,1515.609985,1519.430054,1519.430054,3414370000
2013-02-13,1519.430054,1524.689941,1515.930054,1520.329956,1520.329956,3385880000
2013-02-14,1520.329956,1523.140015,1514.020020,1521.380005,1521.380005,3759740000
2013-02-15,1521.380005,1524.239990,1514.140015,1519.790039,1519.790039,3838510000
2013-02-19,1519.790039,1530.939941,1519.790039,1530.939941,1530.939941,3748910000
2013-02-20,1530.939941,1530.939941,1511.410034,1511.949951,1511.949951,4240570000
2013-02-21,1511.949951,1511.949951,1497.290039,1502.420044,1502.420044,4274600000
2013-02-22,1502.420044,1515.640015,1502.420044,1515.599976,1515.599976,3419320000
2013-02-25,1515.599976,1525.839966,1487.849976,1487.849976,1487.849976,4011050000
2013-02-26,1487.849976,1498.989990,1485.010010,1496.939941,1496.939941,3975280000
2013-02-27,1496.939941,1520.079956,1494.880005,1515.989990,1515.989990,3551850000
2013-02-28,1515.989990,1525.339966,1514.459961,1514.680054,1514.680054,3912320000
2013-03-01,1514.680054,1519.989990,1501.479980,1518.199951,1518.199951,3695610000
2013-03-04,1518.199951,1525.270020,1512.290039,1525.199951,1525.199951,3414430000
2013-03-05,1525.199951,1543.469971,1525.199951,1539.790039,1539.790039,3610690000
2013-03-06,1539.790039,1545.250000,1538.109985,1541.459961,1541.459961,3676890000
2013-03-07,1541.459961,1545.780029,1541.459961,1544.260010,1544.260010,3634710000
2013-03-08,1544.260010,1552.479980,1542.939941,1551.180054,1551.180054,3652260000
2013-03-11,1551.150024,1556.270020,1547.359985,1556.219971,1556.219971,3091080000
2013-03-12,1556.219971,1556.770020,1548.239990,1552.479980,1552.479980,3274910000
2013-03-13,1552.479980,1556.390015,1548.250000,1554.520020,1554.520020,3073830000
2013-03-14,1554.520020,1563.319946,1554.520020,1563.229980,1563.229980,3459260000
2013-03-15,1563.209961,1563.619995,1555.739990,1560.699951,1560.699951,5175850000
2013-03-18,1560.699951,1560.699951,1545.130005,1552.099976,1552.099976,3164560000
2013-03-19,1552.099976,1557.250000,1538.569946,1548.339966,1548.339966,3796210000
2013-03-20,1548.339966,1561.560059,1548.339966,1558.709961,1558.709961,3349090000
2013-03-21,1558.709961,1558.709961,1543.550049,1545.800049,1545.800049,3243270000
2013-03-22,1545.900024,1557.739990,1545.900024,1556.890015,1556.890015,2948380000
2013-03-25,1556.890015,1564.910034,1546.219971,1551.689941,1551.689941,3178170000
2013-03-26,1551.689941,1563.949951,1551.689941,1563.770020,1563.770020,2869260000
2013-03-27,1563.750000,1564.069946,1551.900024,1562.849976,1562.849976,2914210000
2013-03-28,1562.859985,1570.280029,1561.079956,1569.189941,1569.189941,3304440000
2013-04-01,1569.180054,1570.569946,1558.469971,1562.170044,1562.170044,2753110000
2013-04-02,1562.170044,1573.660034,1562.170044,1570.250000,1570.250000,3312160000
2013-04-03,1570.250000,1571.469971,1549.800049,1553.689941,1553.689941,4060610000
2013-04-04,1553.689941,1562.599976,1552.520020,1559.979980,1559.979980,3350670000
2013-04-05,1559.979980,1559.979980,1539.500000,1553.280029,1553.280029,3515410000
2013-04-08,1553.260010,1563.069946,1548.630005,1563.069946,1563.069946,2887120000
2013-04-09,1563.109985,1573.890015,1560.920044,1568.609985,1568.609985,3252780000
