"ds","y"
"2008-01-30",5.97635090929793
"2008-01-16",6.04973345523196
"2008-01-17",6.01126717440416
"2008-01-14",5.95324333428778
"2008-01-15",5.91079664404053
"2008-01-12",5.40717177146012
"2008-01-13",5.32300997913841
"2008-01-10",5.8805329864007
"2008-01-11",5.64544689764324
"2008-01-18",5.95842469302978
"2008-01-19",5.37063802812766
"2008-01-29",5.95842469302978
"2008-01-28",5.89164421182577
"2008-01-27",5.48893772615669
"2008-01-26",5.40717177146012
"2008-01-25",5.91620206260743
"2008-01-24",5.96614673912369
"2008-01-23",6.08904487544685
"2008-01-22",5.9427993751267
"2008-01-21",6.26149168432104
"2008-01-20",5.66642668811243
"2008-01-05",5.27811465923052
"2008-01-04",5.59842195899838
"2008-01-07",5.67332326717149
"2008-01-06",5.31320597904179
"2008-01-01",4.80402104473326
"2008-01-03",5.65948221575962
"2008-01-02",5.37989735354046
"2008-01-09",5.8111409929767
"2008-01-08",5.73334127689775
"2008-02-26",6.08449941307517
"2008-02-29",5.97635090929793
"2008-02-01",6.15909538849193
"2008-02-02",5.4249500174814
"2008-02-03",5.42053499927229
"2008-02-04",5.91620206260743
"2008-02-05",6.0330862217988
"2008-02-06",6.00388706710654
"2008-02-07",5.89440283426485
"2008-02-08",6.00141487796115
"2008-02-09",5.59098698051086
"2008-02-24",5.79909265446053
"2008-02-25",6.07073772800249
"2008-02-22",5.92157841964382
"2008-02-23",5.53338948872752
"2008-02-20",6.11146733950268
"2008-02-21",6.0330862217988
"2008-02-27",6.12686918411419
"2008-02-17",5.51745289646471
"2008-02-16",5.61312810638807
"2008-02-15",5.87493073085203
"2008-02-14",6.0282785202307
"2008-02-13",6.04025471127741
"2008-02-12",6.09356977004514
"2008-02-11",6.21660610108486
"2008-02-10",5.60947179518496
"2008-02-19",6.17378610390194
"2008-02-18",6.01615715969835
"2008-03-14",6.13988455222626
"2008-03-15",5.67332326717149
"2008-03-16",5.74300318780948
"2008-03-17",6.10255859461357
"2008-03-10",6.11589212548303
"2008-03-11",6.18208490671663
"2008-03-12",6.12686918411419
"2008-03-13",6.10031895202006
"2008-03-18",6.0330862217988
"2008-03-19",6.21060007702465
"2008-03-31",6.26339826259162
"2008-03-30",5.75574221358691
"2008-03-09",5.71373280550937
"2008-03-08",5.605802066296
"2008-03-02",5.58724865840025
"2008-03-07",5.93224518744801
"2008-03-06",5.97888576490112
"2008-03-05",6.01615715969835
"2008-03-21",5.94542060860658
"2008-03-20",6.12905021006055
"2008-03-23",5.5683445037611
"2008-03-22",5.6021188208797
"2008-03-25",6.18208490671663
"2008-03-24",5.82600010738045
"2008-03-27",6.10479323241498
"2008-03-26",6.04737217904628
"2008-03-29",5.67675380226828
"2008-03-28",6.02586597382531
"2008-04-30",6.26339826259162
"2008-04-15",6.27287700654617
"2008-04-14",6.22653666928747
"2008-04-17",6.26339826259162
"2008-04-16",6.2803958389602
"2008-04-11",6.29156913955832
"2008-04-10",6.15485809401642
"2008-04-13",5.76519110278484
"2008-04-12",5.69035945432406
"2008-04-19",5.63835466933375
"2008-04-18",6.10924758276437
"2008-04-28",6.32435896238131
"2008-04-29",6.25190388316589
"2008-04-20",5.66988092298052
"2008-04-21",6.13339804299665
"2008-04-22",6.26530121273771
"2008-04-23",6.10702288774225
"2008-04-24",6.18208490671663
"2008-04-25",6.18001665365257
"2008-04-26",5.8406416573734
"2008-04-27",5.76832099579377
"2008-04-06",5.84932477994686
"2008-04-07",6.09356977004514
"2008-04-04",6.04263283368238
"2008-04-05",5.85220247977447
"2008-04-02",6.10702288774225
"2008-04-03",6.19031540585315
"2008-04-01",6.13772705408623
"2008-04-08",6.23244801655052
"2008-04-09",6.21860011969173
"2008-05-31",5.2040066870768
"2008-05-12",6.22059017009974
"2008-05-13",6.37331978957701
"2008-05-10",5.99893656194668
"2008-05-11",6.0330862217988
"2008-05-16",5.99146454710798
"2008-05-17",5.17048399503815
"2008-05-14",6.30809844150953
"2008-05-15",6.09582456243222
"2008-05-18",5.01727983681492
"2008-05-19",5.39362754635236
"2008-05-29",5.66642668811243
"2008-05-28",5.48479693349065
"2008-05-23",5.32787616878958
"2008-05-22",5.36597601502185
"2008-05-21",5.65948221575962
"2008-05-20",5.58724865840025
"2008-05-27",5.5834963087817
"2008-05-26",5.19295685089021
"2008-05-25",5.32787616878958
"2008-05-24",4.97673374242057
"2008-05-01",6.08904487544685
"2008-05-03",5.6970934865054
"2008-05-02",6.17378610390194
"2008-05-05",6.33150184989369
"2008-05-04",5.90808293816893
"2008-05-07",6.24610676548156
"2008-05-06",6.53524127101366
"2008-05-09",6.26149168432104
"2008-05-08",6.21660610108486
"2008-05-30",5.77455154554441
"2008-06-21",6.96790920180188
"2008-06-27",7.18387071506245
"2008-06-24",6.76388490856244
"2008-06-25",6.93147180559945
"2008-06-13",6.99759598298193
"2008-06-12",6.78558764500793
"2008-06-11",6.15697898558556
"2008-06-10",6.15697898558556
"2008-06-17",7.04577657687951
"2008-06-16",6.67582322163485
"2008-06-15",6.68835471394676
"2008-06-14",7.01571242048723
"2008-06-30",5.31320597904179
"2008-06-19",7.0647590277918
"2008-06-18",7.08086789669078
"2008-06-28",7.1420365747068
"2008-06-29",6.24610676548156
"2008-06-08",5.06890420222023
"2008-06-09",5.35185813347607
"2008-06-04",5.58724865840025
"2008-06-05",5.66642668811243
"2008-06-06",5.67675380226828
"2008-06-07",5.42053499927229
"2008-06-26",7.19142933003638
"2008-06-03",5.54517744447956
"2008-06-22",6.35610766069589
"2008-06-23",6.38687931936265
"2008-06-20",7.13727843726039
"2008-07-10",5.5834963087817
"2008-07-11",5.17614973257383
"2008-07-12",4.89034912822175
"2008-07-07",5.90808293816893
"2008-07-06",5.43372200355424
"2008-07-05",5.61312810638807
"2008-07-04",6.19236248947487
"2008-07-03",6.36302810354046
"2008-07-02",6.39859493453521
"2008-07-09",5.55682806169954
"2008-07-08",5.65248918026865
"2008-08-04",6.33682573114644
"2008-08-31",5.77144112313002
"2008-08-23",6.12686918411419
"2008-08-11",6.18414889093748
"2008-08-10",5.77455154554441
"2008-08-13",6.18001665365257
"2008-08-12",6.25190388316589
"2008-08-15",6.0591231955818
"2008-08-14",6.13988455222626
"2008-08-17",5.67332326717149
"2008-08-16",5.66296048013595
"2008-08-19",6.20657592672493
"2008-08-18",6.10479323241498
"2008-08-30",5.59842195899838
"2008-08-02",5.4249500174814
"2008-08-03",5.95583736946483
"2008-08-26",6.27476202124194
"2008-08-01",5.26785815906333
"2008-08-06",6.25575004175337
"2008-08-21",6.30991827822652
"2008-08-22",6.0137151560428
"2008-08-05",6.3297209055227
"2008-08-08",6.10479323241498
"2008-08-09",5.76519110278484
"2008-08-28",6.38856140554563
"2008-08-29",6.20050917404269
"2008-08-24",5.90263333340137
"2008-08-25",6.32076829425058
"2008-08-27",6.41345895716736
"2008-08-20",6.27852142416584
"2008-08-07",6.26339826259162
"2008-09-23",5.75574221358691
"2008-09-02",6.41017488196617
"2008-09-27",5.8805329864007
"2008-09-26",5.46383180502561
"2008-09-25",5.74939298590825
"2008-09-24",5.87773578177964
"2008-09-09",6.0913098820777
"2008-09-22",5.91350300563827
"2008-09-21",5.37989735354046
"2008-09-20",5.77144112313002
"2008-09-05",6.3456363608286
"2008-09-04",6.49828214947643
"2008-09-07",5.80211837537706
"2008-09-06",5.80513496891649
"2008-09-01",6.10702288774225
"2008-09-03",6.45047042214418
"2008-09-08",5.77144112313002
"2008-09-28",5.87211778947542
"2008-09-30",6.01859321449623
"2008-09-29",6.2363695902037
"2008-09-18",6.36818718635049
"2008-09-19",6.4085287910595
"2008-09-16",6.33682573114644
"2008-09-17",6.42648845745769
"2008-09-14",5.96870755998537
"2008-09-15",6.35610766069589
"2008-09-12",6.38012253689976
"2008-09-13",5.90808293816893
"2008-09-10",6.15485809401642
"2008-09-11",6.27664348934164
"2008-10-09",6.32256523992728
"2008-10-08",6.43615036836943
"2008-10-03",6.01859321449623
"2008-10-02",5.68697535633982
